Reading No,Reading Type,Duration,Main,Low,High,Light,Time,User,Sigma Value,Units,Batch,Heat,Lot,Note,Sample,Mode,Ag,Ag 2-Sigma,As,As 2-Sigma,Au,Au 2-Sigma,Bal,Bal 2-Sigma,Bi,Bi 2-Sigma,Cd,Cd 2-Sigma,Co,Co 2-Sigma,Cr,Cr 2-Sigma,Cu,Cu 2-Sigma,Fe,Fe 2-Sigma,Hf,Hf 2-Sigma,Hg,Hg 2-Sigma,Mn,Mn 2-Sigma,Mo,Mo 2-Sigma,Nb,Nb 2-Sigma,Ni,Ni 2-Sigma,Pb,Pb 2-Sigma,Pd,Pd 2-Sigma,Rb,Rb 2-Sigma,Re,Re 2-Sigma,Sb,Sb 2-Sigma,Se,Se 2-Sigma,Sn,Sn 2-Sigma,Sr,Sr 2-Sigma,Ta,Ta 2-Sigma,Th,Th 2-Sigma,Ti,Ti 2-Sigma,U,U 2-Sigma,V,V 2-Sigma,W,W 2-Sigma,Y,Y 2-Sigma,Zn,Zn 2-Sigma,Zr,Zr 2-Sigma,Ca,Ca 2-Sigma,K,K 2-Sigma,Al,Al 2-Sigma,Ba,Ba 2-Sigma,Cl,Cl 2-Sigma,Mg,Mg 2-Sigma,P,P 2-Sigma,S,S 2-Sigma,Si,Si 2-Sigma,Satellites,Altitude,Latitude,Longitude,Grid,Easting,Northing,
425,Mining,64.48,19.47,11.67,9.15,14.62,"Wed Jul 2, 2025 - 14:54:59",User,1,ppm,,,,,,Mining,<LOD,1.8126,1.1407 , 0.5820,<LOD,1.9908,751618.8125 , 2791.1230,<LOD,0.9946,<LOD,2.7439,372.2322 , 33.3804,770.1200 , 12.4927,47.2496 , 4.1698,42969.6719 , 101.7321,<LOD,0.0000,<LOD,2.1173,4924.7642 , 52.1647,<LOD,0.7427,<LOD,0.5986,1636.9102 , 15.0078,<LOD,0.8756,<LOD,1.4090,<LOD,0.5294,<LOD,0.0000,<LOD,5.0361,<LOD,0.6130,<LOD,6.1347,2.8806 , 0.2012,<LOD,0.0000,<LOD,0.7350,376.4252 , 26.3197,<LOD,1.0564,34.6531 , 7.3320,<LOD,10.4685,1.0345 , 0.3096,32.2270 , 1.8782,10.9497 , 0.4422,16711.5059 , 162.5975,569.6149 , 53.1653,9959.7432 , 347.1210,90.4255 , 32.2919,<LOD,48.3611,58036.7656 , 2639.3293,<LOD,120.2066,<LOD,37.1595,111832.8828 , 385.0591,7,6.100000,40.871143,-124.101639,10.000000,407169.218750,4525037.000000,
426,Mining,61.03,8.78,9.19,0.00,9.66,"Wed Jul 2, 2025 - 15:15:56",User,1,ppm,,,,,,Mining,<LOD,1.5320,<LOD,0.7929,<LOD,1.8378,624591.5625 , 2374.1208,<LOD,0.9828,<LOD,2.3513,<LOD,30.4540,17.2444 , 3.9519,<LOD,3.2125,14661.8174 , 67.2924,<LOD,0.0000,<LOD,1.6446,233.3822 , 18.1093,<LOD,0.8377,1.1064 , 0.4284,<LOD,5.3404,<LOD,0.7823,<LOD,1.2627,<LOD,0.5841,<LOD,0.0000,<LOD,4.4286,<LOD,0.5863,<LOD,5.5579,132.2812 , 0.7449,<LOD,0.0000,<LOD,1.2121,1960.0260 , 24.1053,<LOD,1.8391,31.6068 , 6.7748,<LOD,4.9115,27.9328 , 0.5071,9.4545 , 1.4054,143.0759 , 1.0739,21053.0371 , 130.6057,515.6340 , 34.7143,88814.2812 , 796.2309,140.0087 , 49.9961,<LOD,41.2909,6780.5190 , 1434.5676,903.1445 , 98.9335,119.8495 , 25.7583,239864.0469 , 461.9464,4,5.600000,40.871140,-124.101662,10.000000,407167.656250,4525036.500000,
427,Mining,61.28,17.47,9.71,9.96,14.88,"Wed Jul 2, 2025 - 15:17:53",User,1,ppm,,,,,,Mining,<LOD,2.4720,<LOD,1.5106,<LOD,2.4179,465151.2812 , 4169.2378,<LOD,1.4012,<LOD,2.6648,<LOD,67.4196,377.4570 , 11.8566,<LOD,5.8232,67876.1562 , 172.1416,<LOD,0.0000,<LOD,2.2473,1118.5730 , 32.4903,<LOD,0.9949,<LOD,1.3403,141.4510 , 7.3748,<LOD,1.0159,<LOD,1.4518,1.6194 , 0.4809,<LOD,0.0000,<LOD,4.9988,<LOD,0.7678,17.8552 , 2.9656,93.1549 , 0.7672,<LOD,0.0000,<LOD,1.0017,8641.1074 , 76.2460,<LOD,1.5155,273.9652 , 22.5024,<LOD,7.2686,40.7404 , 0.7044,90.2039 , 3.0183,98.0609 , 1.1107,64958.2070 , 315.0789,2053.0378 , 81.9221,101548.4922 , 1047.4862,169.8168 , 60.6386,<LOD,45.2300,100808.2891 , 3163.1196,1180.5380 , 98.9376,758.4432 , 30.8796,184601.5312 , 452.2011,5,7.700000,40.871151,-124.101707,10.000000,407163.468750,4525038.000000,
428,Mining,64.44,23.49,18.26,0.00,9.81,"Wed Jul 2, 2025 - 15:20:24",User,1,ppm,,,,,,Mining,<LOD,2.0366,<LOD,1.0840,<LOD,2.2658,626249.7500 , 4401.1138,<LOD,1.3655,<LOD,3.0138,<LOD,59.0642,44.5188 , 3.5586,<LOD,4.0953,48379.5078 , 108.9778,<LOD,0.0000,<LOD,2.1684,790.9252 , 29.1990,<LOD,0.9352,<LOD,0.7445,70.3034 , 6.4563,<LOD,0.9455,<LOD,1.6352,<LOD,0.8288,<LOD,0.0000,<LOD,5.6453,<LOD,0.7381,<LOD,6.0719,82.8568 , 0.7119,<LOD,0.0000,<LOD,0.9902,656.9794 , 19.9375,<LOD,1.5769,26.9293 , 5.1722,<LOD,6.7761,16.8168 , 0.5221,59.2149 , 2.6109,57.9027 , 0.8967,5489.9795 , 76.8035,1222.5836 , 48.9974,90395.9297 , 1234.7913,123.2831 , 44.0242,<LOD,68.4135,49575.9219 , 3144.1968,689.4867 , 118.6463,<LOD,50.2676,176067.1562 , 521.5953,5,7.700000,40.871155,-124.101692,10.000000,407164.750000,4525038.500000,
429,Mining,60.83,14.55,9.75,9.85,9.78,"Wed Jul 2, 2025 - 15:22:18",User,1,ppm,,,,,,Mining,<LOD,1.5445,1.3352 , 0.6054,<LOD,2.2567,575197.6875 , 3086.7239,<LOD,1.1299,<LOD,2.3842,<LOD,39.8481,52.3191 , 5.1543,26.4724 , 2.8840,23350.8340 , 91.2438,<LOD,0.0000,<LOD,2.3458,375.0517 , 21.8858,<LOD,0.9555,2.0279 , 0.4816,18.6876 , 4.2807,<LOD,0.9160,<LOD,1.3606,<LOD,0.6643,<LOD,0.0000,<LOD,4.5232,<LOD,0.7050,15.2337 , 2.6531,146.0032 , 0.8560,<LOD,0.0000,<LOD,0.8935,2268.8640 , 32.1523,<LOD,2.0852,47.5970 , 8.6623,<LOD,5.7223,34.5727 , 0.5972,30.8438 , 1.9467,167.1228 , 1.2629,23561.5840 , 153.6722,2727.7058 , 66.7398,106740.2578 , 974.0474,251.8016 , 89.9065,<LOD,49.2676,22950.1484 , 1953.7103,1742.2018 , 124.8961,10087.8809 , 82.2986,230203.7656 , 495.5109,6,7.700000,40.871147,-124.101685,10.000000,407165.281250,4525037.500000,
430,Mining,61.48,18.77,0.00,8.95,0.00,"Wed Jul 2, 2025 - 15:42:16",User,1,ppm,,,,,,Mining,<LOD,3.0967,<LOD,1.8479,<LOD,2.8494,510232.0000 , 4060.1604,<LOD,1.3740,<LOD,3.0713,100.3527 , 39.6659,133.4747 , 7.6888,68.3545 , 4.0214,44900.4570 , 118.1939,<LOD,0.0000,<LOD,3.8222,1173.5748 , 34.3521,<LOD,1.0493,4.2181 , 0.5629,37.4051 , 5.9920,<LOD,1.2042,<LOD,1.7776,8.0352 , 0.7282,<LOD,0.0000,<LOD,5.6898,<LOD,0.8774,30.4987 , 3.4409,446.8561 , 1.6506,<LOD,0.0000,<LOD,1.2569,4815.4507 , 50.4985,<LOD,3.1401,102.1232 , 14.0992,<LOD,6.9896,22.5924 , 0.6102,52.9863 , 2.6008,115.6002 , 1.3997,37254.5703 , 213.1538,7904.2578 , 123.5337,153487.2344 , 1448.1461,648.1548 , 231.3340,<LOD,54.5177,15442.1211 , 2274.4014,1840.9749 , 138.1316,<LOD,78.4148,221178.7031 , 528.1847,7,6.200000,40.871132,-124.101669,10.000000,407166.937500,4525035.500000,
431,Mining,64.11,24.01,9.34,9.82,8.97,"Wed Jul 2, 2025 - 15:47:02",User,1,ppm,,,,,,Mining,<LOD,2.4291,<LOD,1.2747,<LOD,3.0139,396177.2188 , 5850.4844,<LOD,1.3969,<LOD,3.5363,<LOD,66.1490,427.3127 , 11.7679,18.3474 , 3.1934,66656.5547 , 144.4700,<LOD,0.0000,<LOD,2.8274,1400.7485 , 34.6046,<LOD,0.9621,<LOD,0.7660,100.6060 , 7.0750,<LOD,1.0706,<LOD,2.0077,<LOD,0.9719,<LOD,0.0000,<LOD,6.6593,<LOD,0.8219,33.7964 , 4.0478,166.3218 , 0.9949,<LOD,0.0000,<LOD,0.9501,3528.8591 , 49.3240,<LOD,2.8480,197.3204 , 15.8550,<LOD,6.9663,24.6513 , 0.5845,78.0360 , 2.8428,78.4077 , 1.0539,48825.9570 , 271.4906,1382.2847 , 72.1299,151352.4219 , 1634.3660,281.8132 , 100.6192,<LOD,56.2072,125554.2734 , 3933.7473,694.6566 , 100.4221,125.3558 , 29.8059,202895.0625 , 501.9980,7,6.600000,40.871143,-124.101662,10.000000,407167.375000,4525037.000000,
432,Mining,60.87,9.70,9.19,0.00,9.85,"Wed Jul 2, 2025 - 16:05:22",User,1,ppm,,,,,,Mining,<LOD,1.6809,3.2946 , 0.7052,<LOD,2.0589,595165.0000 , 2687.6599,<LOD,1.0879,<LOD,2.6003,<LOD,40.3080,63.8363 , 4.9863,<LOD,3.3753,26380.2344 , 88.8875,<LOD,0.0000,<LOD,1.6761,428.5644 , 21.3918,<LOD,0.8387,4.5814 , 0.4538,15.9331 , 4.2038,4.0062 , 0.6789,<LOD,1.3751,40.7232 , 0.8460,<LOD,0.0000,<LOD,4.8794,<LOD,0.6083,14.7909 , 2.8472,190.4852 , 0.9231,<LOD,0.0000,2.4095 , 0.6084,2009.2126 , 30.2372,<LOD,2.6128,87.9935 , 8.4002,<LOD,4.9353,9.1393 , 0.4614,49.2407 , 2.0960,107.5230 , 1.0331,15861.6270 , 121.8650,18212.4707 , 143.5438,73593.6719 , 774.0857,512.5698 , 182.9669,559.0046 , 36.0463,23981.4180 , 1902.0884,339.4614 , 81.0728,530.8665 , 29.2089,241831.9375 , 469.3789,6,6.200000,40.871147,-124.101654,10.000000,407167.968750,4525037.500000,
433,Mining,61.08,24.05,9.22,0.00,9.96,"Wed Jul 2, 2025 - 16:08:30",User,1,ppm,,,,,,Mining,<LOD,1.1538,<LOD,0.6553,<LOD,1.7960,315213.3125 , 4238.4517,<LOD,0.8983,<LOD,1.7155,<LOD,45.8933,534.4390 , 9.2820,<LOD,5.1610,43541.6328 , 177.2699,<LOD,0.0000,<LOD,2.4566,685.7232 , 22.8331,<LOD,0.6206,<LOD,0.4860,1833.0878 , 16.0771,<LOD,0.7082,<LOD,0.9540,<LOD,0.5177,<LOD,0.0000,<LOD,3.2261,<LOD,0.5530,14.1608 , 1.9134,<LOD,0.2749,<LOD,0.0000,<LOD,0.6234,<LOD,27.2868,<LOD,0.8898,22.5772 , 4.8738,<LOD,10.5284,<LOD,0.3568,25.0794 , 1.5634,6.4375 , 0.3421,3095.5115 , 65.0523,84.6670 , 28.7814,11267.4229 , 434.7131,118.9095 , 42.4626,2530.7256 , 33.5033,483871.9062 , 3279.3850,205.0542 , 45.3319,396.8651 , 19.3883,136552.5000 , 471.3246,7,5.400000,40.871143,-124.101646,10.000000,407168.656250,4525037.000000,
434,Mining,60.28,19.62,9.81,9.12,14.16,"Wed Jul 2, 2025 - 16:15:58",User,1,ppm,,,,,,Mining,<LOD,1.6870,<LOD,1.6192,<LOD,2.1166,580744.5000 , 3037.1562,<LOD,1.2349,<LOD,2.5704,<LOD,52.1392,36.7263 , 5.5814,11.4191 , 2.6598,45170.1133 , 119.2950,<LOD,0.0000,4.1112 , 1.3868,973.3976 , 28.2173,<LOD,0.9013,<LOD,0.7060,45.4559 , 5.1527,4.3586 , 0.7098,<LOD,1.3995,<LOD,0.5868,<LOD,0.0000,<LOD,4.7696,<LOD,0.6737,9.3690 , 2.7997,27.9710 , 0.4053,<LOD,0.0000,<LOD,0.8868,4120.5215 , 40.8503,<LOD,1.3808,50.6918 , 11.3961,<LOD,5.9232,40.6134 , 0.6308,131.7791 , 3.1826,110.6206 , 1.0028,23334.5840 , 167.2719,312.4604 , 38.7096,108022.1875 , 941.2734,198.7668 , 70.9740,<LOD,46.1483,36296.4766 , 2064.0232,1176.2571 , 98.0160,<LOD,36.6619,199177.6875 , 443.2739,5,5.000000,40.871140,-124.101662,10.000000,407167.250000,4525036.500000,
435,Mining,60.09,23.26,9.07,0.00,9.80,"Wed Jul 2, 2025 - 16:23:23",User,1,ppm,,,,,,Mining,<LOD,3.6185,<LOD,1.2622,<LOD,2.7361,467729.4062 , 4650.8394,<LOD,1.4527,<LOD,3.0666,<LOD,72.0949,259.4858 , 10.3500,21.0930 , 3.5010,74739.5781 , 174.4855,<LOD,0.0000,<LOD,2.6499,1291.5757 , 34.6714,<LOD,1.0003,<LOD,0.7746,258.9946 , 9.1510,<LOD,1.1206,<LOD,1.6872,26.4253 , 0.8618,<LOD,0.0000,<LOD,5.7400,<LOD,0.8827,20.2167 , 3.4213,219.3557 , 1.2036,<LOD,0.0000,<LOD,0.9443,5133.9878 , 59.1626,<LOD,1.8078,139.9010 , 17.1584,<LOD,7.9472,13.2947 , 0.5642,139.3598 , 3.7064,61.8359 , 1.0685,51906.4336 , 285.2129,7657.9707 , 139.8997,113858.0781 , 1233.6514,320.0237 , 114.2576,<LOD,51.6285,98472.3672 , 3443.3042,481.1890 , 84.0646,177.5558 , 27.2864,177071.8750 , 469.5841,5,3.600000,40.871120,-124.101646,10.000000,407168.468750,4525034.500000,
436,Mining,60.42,23.45,9.76,8.97,0.00,"Wed Jul 2, 2025 - 16:27:10",User,1,ppm,,,,,,Mining,<LOD,1.6983,11.1826 , 1.0020,<LOD,2.5390,487348.8750 , 3997.5818,<LOD,1.3271,<LOD,2.5656,<LOD,62.3931,112.1675 , 5.0925,18.3304 , 3.0489,31436.4941 , 110.5065,<LOD,0.0000,<LOD,2.2126,512.9363 , 25.6532,<LOD,1.2614,<LOD,0.7209,83.8041 , 6.0834,6.9309 , 0.7992,<LOD,1.4724,1.5227 , 0.4500,<LOD,0.0000,<LOD,4.9196,<LOD,0.7659,26.3240 , 2.9488,24.1009 , 0.4102,<LOD,0.0000,<LOD,1.0225,2158.0767 , 25.8778,<LOD,1.8577,18.7708 , 7.0401,<LOD,6.8295,20.9312 , 0.5432,77.8111 , 2.8176,75.5700 , 0.9202,1823.7877 , 44.2143,849.5638 , 40.3522,75829.7969 , 839.5513,274.3470 , 97.9542,3825.4648 , 49.5556,85503.5938 , 2668.0359,<LOD,95.3287,1474.9369 , 36.4729,308484.6562 , 523.4332,6,3.100000,40.871117,-124.101654,10.000000,407168.343750,4525034.000000,
437,Mining,60.55,23.72,9.74,9.05,0.00,"Wed Jul 2, 2025 - 18:39:08",User,1,ppm,,,,,,Mining,<LOD,2.0295,<LOD,1.9445,<LOD,3.6864,506654.4062 , 4249.7861,<LOD,1.4558,<LOD,3.1432,<LOD,59.9109,143.4623 , 8.1960,18.7561 , 3.2579,47139.8008 , 129.9711,<LOD,0.0000,<LOD,3.3294,401.4336 , 24.7317,<LOD,1.0226,3.7448 , 0.5447,77.7693 , 6.3419,11.2344 , 0.9790,<LOD,1.7505,38.3646 , 1.0030,<LOD,0.0000,<LOD,6.1497,<LOD,0.8505,15.6413 , 3.5086,237.9926 , 1.2303,<LOD,0.0000,2.1916 , 0.7891,2255.0225 , 53.6650,<LOD,3.0383,103.7919 , 13.2051,<LOD,7.2062,9.2199 , 0.5548,100.5702 , 3.2494,87.3859 , 1.1870,22289.3594 , 174.5422,14075.4854 , 159.3385,75230.6719 , 943.2544,7654.4814 , 53.1528,754.5474 , 38.7104,88134.6406 , 3124.8647,780.7722 , 93.9683,617.2404 , 31.9480,233162.0156 , 493.5490,7,8.800000,40.871109,-124.101677,10.000000,407166.062500,4525033.000000,
438,Mining,60.16,18.65,9.16,9.49,13.55,"Wed Jul 2, 2025 - 18:40:59",User,1,ppm,,,,,,Mining,<LOD,2.3080,<LOD,1.1883,<LOD,2.9694,547232.8750 , 3918.9441,<LOD,1.4985,<LOD,3.4895,<LOD,71.3396,92.4011 , 9.0855,46.9301 , 3.8354,73694.3359 , 161.6519,<LOD,0.0000,<LOD,3.2446,21316.8145 , 113.6573,<LOD,1.1862,32.0325 , 0.7615,132.6814 , 7.5853,4.1639 , 0.8933,<LOD,1.9014,10.1288 , 0.7520,<LOD,0.0000,<LOD,6.6727,<LOD,0.8887,25.2845 , 3.9380,411.1481 , 1.6459,<LOD,0.0000,<LOD,1.0936,9389.7500 , 76.5695,<LOD,2.3997,197.5532 , 22.0133,<LOD,7.3793,24.5483 , 0.6516,120.9630 , 3.5276,209.2939 , 1.7263,31905.6230 , 235.0959,6951.8940 , 135.9483,85677.1016 , 997.8217,596.9562 , 213.0715,<LOD,46.1059,68474.4062 , 3027.7080,1173.5184 , 100.5702,146.1438 , 25.7620,152133.4375 , 430.7419,6,9.500000,40.871101,-124.101677,10.000000,407166.218750,4525032.500000,
439,Mining,60.13,23.40,9.07,0.00,9.85,"Wed Jul 2, 2025 - 18:42:47",User,1,ppm,,,,,,Mining,<LOD,1.2607,<LOD,0.6520,<LOD,1.5124,590650.1875 , 3959.6013,<LOD,0.9097,<LOD,1.9457,<LOD,41.1467,320.8034 , 7.1509,10.1616 , 2.6681,31621.5605 , 107.4415,<LOD,0.0000,<LOD,1.5792,525.5596 , 21.7905,<LOD,0.6665,<LOD,0.5376,429.8945 , 8.0996,<LOD,0.6876,<LOD,1.0292,<LOD,0.4033,<LOD,0.0000,<LOD,3.5912,<LOD,0.5010,<LOD,3.3736,<LOD,0.2185,<LOD,0.0000,<LOD,0.6340,36.7005 , 15.0132,<LOD,0.8719,10.1325 , 4.0427,<LOD,6.3441,<LOD,0.3956,20.2122 , 1.5441,6.6945 , 0.3687,146.6447 , 19.1962,<LOD,40.7253,9338.6719 , 371.7181,83.1367 , 29.6892,472.8160 , 28.9620,260685.0781 , 3657.6860,<LOD,71.6444,114.3553 , 21.0202,105527.3984 , 369.8290,5,9.800000,40.871098,-124.101669,10.000000,407166.625000,4525032.000000,
440,Mining,64.26,19.24,12.55,9.28,14.18,"Wed Jul 2, 2025 - 18:44:59",User,1,ppm,,,,,,Mining,<LOD,1.3838,<LOD,0.6575,<LOD,1.7926,467541.6562 , 4812.9375,<LOD,0.9342,<LOD,2.1955,116.9086 , 29.0563,110.3668 , 3.4792,<LOD,7.1594,33210.8242 , 117.2722,<LOD,0.0000,<LOD,1.8971,587.1166 , 23.4339,<LOD,0.6881,<LOD,0.5430,1280.3821 , 13.4113,<LOD,0.7110,<LOD,1.1275,<LOD,0.4354,<LOD,0.0000,<LOD,4.0349,<LOD,0.5793,<LOD,4.6112,<LOD,0.2605,<LOD,0.0000,<LOD,0.6627,<LOD,18.8366,<LOD,0.9374,<LOD,3.9524,<LOD,9.4354,<LOD,0.3996,8.6612 , 1.3640,6.5333 , 0.3729,<LOD,33.1176,1039.8051 , 39.4505,7298.1655 , 410.1302,85.3788 , 30.4898,684.5445 , 31.2884,364132.5312 , 4231.4546,<LOD,75.4989,317.8522 , 24.2824,123579.2656 , 418.0437,7,9.700000,40.871101,-124.101677,10.000000,407166.500000,4525032.500000,
441,Mining,60.83,23.74,9.32,8.88,0.00,"Wed Jul 2, 2025 - 23:17:30",User,1,ppm,,,,,,Mining,<LOD,2.4229,8.9274 , 2.3135,<LOD,2.8945,581853.6250 , 3224.3625,<LOD,2.2688,<LOD,2.7819,<LOD,41.4544,86.7878 , 5.6088,54.0486 , 3.4445,20644.7246 , 87.4167,<LOD,0.0000,<LOD,3.2920,632.6493 , 26.4202,<LOD,2.1790,57.3003 , 0.8252,19.7179 , 4.6083,202.0353 , 2.3788,<LOD,1.5399,119.7273 , 1.4374,<LOD,0.0000,6.2143 , 3.5031,<LOD,0.8539,12.8859 , 3.0153,133.9820 , 0.8464,<LOD,0.0000,15.8711 , 1.0867,2409.1636 , 34.6947,5.1304 , 1.2513,42.2956 , 8.9774,<LOD,6.5891,51.3047 , 0.8880,223.1176 , 4.1329,569.5673 , 2.3059,5119.5425 , 89.1139,31077.9805 , 196.3263,66171.1562 , 780.0790,1046.3260 , 27.0127,<LOD,44.3074,<LOD,3558.0311,327.2273 , 87.4194,464.6872 , 30.0749,288644.0000 , 514.3245,6,-33.299999,40.871288,-124.101669,10.000000,407167.312500,4525053.000000,
442,Mining,60.90,18.98,9.57,9.35,14.99,"Wed Jul 2, 2025 - 23:19:12",User,1,ppm,,,,,,Mining,<LOD,1.2134,<LOD,0.6539,<LOD,1.6096,745644.0625 , 1286.5144,<LOD,0.8232,<LOD,1.7856,<LOD,6.7383,6.7817 , 2.5794,<LOD,2.4577,352.1323 , 12.6960,<LOD,0.0000,<LOD,1.2677,<LOD,16.8938,<LOD,0.6312,<LOD,0.4911,<LOD,3.8047,<LOD,0.6005,<LOD,0.9949,<LOD,0.3777,<LOD,0.0000,<LOD,3.1842,<LOD,0.4780,<LOD,2.6946,<LOD,0.2008,<LOD,0.0000,<LOD,0.6363,<LOD,14.8044,<LOD,0.8151,<LOD,3.8550,<LOD,0.0000,<LOD,0.3562,<LOD,1.3025,4.5190 , 0.3259,<LOD,8.4809,<LOD,18.6771,<LOD,187.0510,<LOD,21.1166,<LOD,28.8036,<LOD,1206.5160,<LOD,64.3601,<LOD,25.6179,253992.4688 , 378.7178,5,-28.799999,40.871246,-124.101700,10.000000,407164.437500,4525048.500000,
443,Mining,60.01,23.70,9.74,8.93,0.00,"Wed Jul 2, 2025 - 23:21:11",User,1,ppm,,,,,,Mining,<LOD,1.8256,53.7168 , 1.7781,<LOD,2.6881,663350.5000 , 2729.5227,<LOD,1.3744,<LOD,2.7974,<LOD,63.4255,117.7657 , 9.0857,43.3378 , 3.5241,63961.3672 , 140.8406,<LOD,0.0000,<LOD,2.7104,476.4447 , 24.0151,<LOD,1.0137,5.3860 , 0.5465,96.7138 , 6.2899,25.9663 , 1.1455,<LOD,1.5290,65.6366 , 1.1324,<LOD,0.0000,<LOD,5.6502,<LOD,0.8271,12.6352 , 3.0701,46.3739 , 0.5470,<LOD,0.0000,3.8052 , 0.7698,5480.1992 , 67.6752,<LOD,1.4864,148.4616 , 18.3882,<LOD,6.5510,15.7590 , 0.6254,106.8044 , 3.1908,107.1407 , 1.0955,5141.7085 , 112.4979,15917.9678 , 200.4683,69071.0078 , 755.6238,1024.9746 , 27.5164,2670.0669 , 44.2601,29488.2559 , 2076.1113,5649.5840 , 177.4020,3603.1853 , 49.2079,133315.2188 , 390.3305,6,-25.299999,40.871254,-124.101715,10.000000,407163.062500,4525049.500000,
444,Mining,64.45,9.35,18.69,9.28,13.67,"Wed Jul 2, 2025 - 23:23:13",User,1,ppm,,,,,,Mining,<LOD,1.6969,23.8205 , 1.0563,<LOD,1.8283,661567.2500 , 2504.2188,<LOD,1.0383,<LOD,2.4376,<LOD,42.5261,103.9600 , 6.1941,38.2294 , 2.7077,36542.5586 , 95.7854,<LOD,0.0000,<LOD,1.6315,390.8698 , 18.8590,<LOD,0.7738,3.9971 , 0.4204,31.2918 , 4.2845,14.3190 , 0.7695,<LOD,1.2436,58.0705 , 0.8673,<LOD,0.0000,<LOD,4.5087,<LOD,0.5665,<LOD,6.2405,31.0643 , 0.3722,<LOD,0.0000,4.1306 , 0.5961,3436.4067 , 38.9209,<LOD,1.1559,117.8353 , 11.3966,<LOD,4.8497,11.8378 , 0.4659,82.1639 , 2.3351,91.9265 , 0.8222,4975.2041 , 89.9145,18705.8281 , 171.6164,70881.4062 , 749.6990,485.1643 , 173.1890,454.9693 , 34.0913,28007.7949 , 1932.6106,1240.0813 , 103.6060,1061.2794 , 32.7273,171638.6094 , 426.5434,5,-21.100000,40.871231,-124.101746,10.000000,407160.781250,4525047.000000,
445,Mining,61.24,9.55,9.11,0.00,9.53,"Wed Jul 2, 2025 - 23:29:41",User,1,ppm,,,,,,Mining,<LOD,1.8578,<LOD,0.8946,<LOD,2.1993,486456.9062 , 5330.3945,<LOD,1.2522,<LOD,2.7146,<LOD,51.3245,44.6786 , 5.8223,74.9183 , 3.7726,38710.2734 , 112.6377,<LOD,0.0000,<LOD,1.9900,1387.5917 , 33.7956,<LOD,0.8516,<LOD,0.7542,41.0882 , 5.3201,<LOD,0.9652,<LOD,1.4799,<LOD,0.6006,<LOD,0.0000,<LOD,5.2029,<LOD,0.6844,<LOD,6.7924,25.2347 , 0.4024,<LOD,0.0000,<LOD,1.1105,1652.1393 , 28.4559,<LOD,1.3785,131.2097 , 9.5675,<LOD,5.7896,7.2615 , 0.4041,13.7583 , 1.7349,28.5112 , 0.6373,73973.6875 , 254.4636,1148.0549 , 53.8030,37252.6680 , 818.2223,128.1085 , 45.7472,84.7086 , 39.6016,186197.7500 , 4653.8872,<LOD,164.3663,154.2691 , 30.3863,172487.1562 , 493.1413,5,-15.800000,40.871368,-124.101646,10.000000,407169.093750,4525062.000000,
446,Mining,60.36,17.93,9.65,9.57,13.98,"Wed Jul 2, 2025 - 23:33:32",User,1,ppm,,,,,,Mining,<LOD,1.1301,<LOD,0.8872,<LOD,1.6332,405222.3438 , 3889.8372,<LOD,0.9328,<LOD,1.8234,<LOD,48.8353,625.9199 , 9.1758,<LOD,5.9606,46728.9609 , 177.4179,<LOD,0.0000,<LOD,1.7815,472.3514 , 22.2758,<LOD,0.6612,<LOD,0.5230,876.2102 , 11.4412,<LOD,0.7457,<LOD,0.9717,<LOD,0.4292,<LOD,0.0000,<LOD,3.2828,<LOD,0.5349,13.2468 , 1.9285,<LOD,0.2782,<LOD,0.0000,<LOD,0.6169,59.8593 , 16.3709,<LOD,0.9383,15.6574 , 4.3749,<LOD,8.0945,<LOD,0.3766,24.0170 , 1.6127,4.5226 , 0.3449,491.1292 , 27.2406,66.2900 , 25.8033,38939.6680 , 580.7462,92.3364 , 32.9742,639.0583 , 21.8453,387315.8125 , 3057.9561,237.8252 , 44.5586,363.0530 , 17.6811,117811.7188 , 400.9037,5,-10.000000,40.871277,-124.101761,10.000000,407159.437500,4525052.000000,
447,Mining,60.99,18.98,9.36,9.96,14.67,"Wed Jul 2, 2025 - 23:42:03",User,1,ppm,,,,,,Mining,<LOD,2.6877,<LOD,2.3708,<LOD,3.1025,456530.8125 , 4614.9941,<LOD,1.7279,<LOD,3.9557,<LOD,80.0699,45.1581 , 8.6325,30.5487 , 3.7584,85775.9922 , 148.3007,<LOD,0.0000,<LOD,4.0481,1293.8962 , 35.5717,<LOD,1.2284,11.1579 , 0.6914,44.2537 , 7.8315,8.9657 , 1.0721,<LOD,2.2536,28.6129 , 1.0081,<LOD,0.0000,<LOD,7.4443,<LOD,0.9695,43.8791 , 4.5190,310.8762 , 1.4709,<LOD,0.0000,<LOD,1.8480,8162.7852 , 74.5348,5.1779 , 1.5811,216.2345 , 21.8062,<LOD,8.9930,34.6527 , 0.7797,127.6988 , 3.7905,173.5660 , 1.6264,38862.3750 , 259.2979,10640.0684 , 168.3667,124258.5391 , 1362.0438,1241.1357 , 39.3136,<LOD,57.6142,34342.8320 , 2893.1140,4301.0820 , 183.4670,3339.6550 , 56.7035,230170.0156 , 522.7396,6,-4.000000,40.871304,-124.101730,10.000000,407161.718750,4525055.000000,
