"Worksheet exported from: C:\Users\MIT MRL SEF\Documents\Agilent\ICP Expert\My Results\jwalker\20260317_ICP.esws"
"Instrument name","MY15470004"
"Software version","7.6.1.12212"
"Firmware version","5590"

""
"Label","Rack:Tube","Type","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Sr 421.552","Sr","u","-0.02","-0.02","ppm","54.57","0.00","2.56","3.88","7.12","997.99","1","1","1","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","2/18/2026","","","3","-0.02","-0.02","-0.02","54.86","50.55","58.30","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Th 283.730","Th","u","-1.66","-1.66","ppm","7.69","0.04","2.17","0.93","12.12","284.51","1","1","1","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","2/18/2026","","","3","-1.62","-1.69","-1.68","8.76","7.02","7.31","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","V 268.796","V","u","-0.02","-0.02","ppm","6.30","0.08","385.70","3.64","57.76","1204.75","1","1","1","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","2/18/2026","","","3","-0.10","0.06","-0.02","2.72","9.99","6.18","u","","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","V 292.401","V","u","-0.89","-0.89","ppm","9.55","0.03","3.16","3.04","31.80","965.13","1","1","1","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","2/18/2026","","","3","-0.92","-0.87","-0.90","6.67","12.72","9.25","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","V 309.310","V","u","-0.19","-0.19","ppm","2.34","0.01","5.97","1.56","66.52","751.71","1","1","1","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","2/18/2026","","","3","-0.19","-0.18","-0.20","2.05","4.02","0.95","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","V 311.070","V","u","-0.10","-0.10","ppm","2.90","0.01","13.72","2.68","92.49","733.92","1","1","1","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","2/18/2026","","","3","-0.09","-0.10","-0.12","5.19","3.56","-0.05","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","V 311.837","V","u","-0.07","-0.07","ppm","6.71","0.02","23.88","3.02","44.98","946.19","1","1","1","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","2/18/2026","","","3","-0.05","-0.08","-0.08","10.13","5.61","4.40","u","u","u"
"HPHT_071-2_Day18_20x","S1:27","Sample","3/17/2026 3:35:22 PM","Zn 206.200","Zn","","1.78","1.78","ppm","28.51","0.14","7.94","1.41","4.93","33.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","2/18/2026","","","3","1.93","1.66","1.75","30.05","27.28","28.22","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Al 394.401","Al","u","-1.23","-1.23","ppm","160.05","0.16","12.73","5.98","3.74","109.30","1","1","1","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","2/18/2026","","","3","-1.05","-1.34","-1.30","166.89","155.79","157.46","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Al 396.152","Al","u","-1.37","-1.37","ppm","43.41","0.01","0.69","1.28","2.95","54.68","1","1","1","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","2/18/2026","","","3","-1.38","-1.36","-1.36","41.94","44.01","44.28","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Ba 230.424","Ba","","Uncal","Uncal","ppm","33892.64","-","-","347.86","1.03","2182.97","1","1","1","-","Linear","0.99952","Fitted","2000.00000","20.8850603308681","70.2137425009842","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","33550.95","34246.36","33880.61","Uncal","Uncal","Uncal"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Ba 233.527","Ba","","Uncal","Uncal","ppm","48030.24","-","-","986.47","2.05","2030.92","1","1","1","-","Linear","0.99955","Fitted","2000.00000","33.7214298459407","101.963242367889","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","46896.63","48693.54","48500.56","Uncal","Uncal","Uncal"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Ca 422.673","Ca","","18.41","18.41","ppm","5098.63","0.18","0.97","46.43","0.91","325.70","1","1","1","-","Linear","0.99906","Fitted","2000.00000","316.677593934274","259.715516659042","-","","","","2/18/2026","","","3","18.21","18.53","18.49","5045.35","5130.46","5120.08","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Co 228.615","Co","u","0.01","0.01","ppm","7.23","0.12","954.34","3.23","44.73","723.02","1","1","1","-","Linear","0.99994","Fitted","2000.00000","6.89321332884194","26.0203216129372","-","","","","2/18/2026","","","3","-0.13","0.11","0.06","3.56","9.67","8.46","u","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Co 230.786","Co","u","-0.03","-0.03","ppm","5.03","0.14","566.26","4.02","79.90","5.15","1","1","1","-","Linear","0.99998","Fitted","2000.00000","5.73946835547142","28.165304393011","-","","","","2/18/2026","","","3","0.07","-0.19","0.05","7.58","0.40","7.11","","u",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Cr 267.716","Cr","u","-0.27","-0.27","ppm","5.47","0.02","8.31","2.09","38.16","1282.75","1","1","1","-","Linear","0.99981","Fitted","2000.00000","30.5666384344329","91.7275430079795","-","","","","2/18/2026","","","3","-0.30","-0.25","-0.27","3.21","7.33","5.85","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Cr 283.563","Cr","u","-0.02","-0.02","ppm","7.51","0.03","111.46","5.35","71.22","1255.80","1","1","1","-","Linear","0.99985","Fitted","2000.00000","12.3122376959177","211.693417703192","-","","","","2/18/2026","","","3","-0.04","-0.03","0.01","3.31","5.69","13.53","u","u",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Cu 224.700","Cu","","Uncal","Uncal","ppm","4.04","-","-","2.63","65.22","1591.40","1","1","1","-","Linear","0.99971","Fitted","2000.00000","8.12357733186202","10.6765575550816","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","3.49","1.72","6.91","Uncal","Uncal","Uncal"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Cu 324.754","Cu","u","-0.03","-0.03","ppm","5.04","0.01","18.43","1.13","22.49","734.73","1","1","1","-","Linear","0.99995","Fitted","2000.00000","11.2006731183329","178.074150124956","-","","","","2/18/2026","","","3","-0.03","-0.04","-0.04","6.29","4.08","4.76","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Cu 327.395","Cu","u","-0.91","-0.91","ppm","8.57","0.01","1.35","2.47","28.85","592.10","1","1","1","-","Linear","0.99989","Fitted","2000.00000","191.282274162999","201.359354426859","-","","","","2/18/2026","","","3","-0.89","-0.92","-0.91","11.33","6.56","7.83","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Fe 234.350","Fe","","26.74","26.74","ppm","965.98","0.41","1.55","13.89","1.44","1418.85","1","1","1","-","Linear","0.99940","Fitted","2000.00000","66.7125124573333","33.6243983043312","-","","","","2/18/2026","","","3","26.33","27.16","26.75","952.06","979.85","966.03","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","La 333.749","La","u","-0.02","-0.02","ppm","20.65","0.02","70.27","3.17","15.33","1063.58","1","1","1","-","Linear","0.99989","Fitted","2000.00000","25.1503287134273","195.095531030046","-","","","","2/18/2026","","","3","-0.03","-0.03","0.00","18.39","19.28","24.26","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","La 379.082","La","u","-0.09","-0.09","ppm","18.95","0.02","22.12","4.42","23.30","844.06","1","1","1","-","Linear","0.99992","Fitted","2000.00000","38.9128854208753","210.468932124098","-","","","","2/18/2026","","","3","-0.10","-0.11","-0.07","17.42","15.51","23.93","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","La 379.477","La","","0.25","0.25","ppm","96.01","0.04","14.56","8.97","9.34","867.38","1","1","1","-","Linear","0.99992","Fitted","2000.00000","34.4162110222676","245.59263418217","-","","","","2/18/2026","","","3","0.27","0.21","0.27","101.56","85.66","100.81","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","La 398.852","La","u","-0.04","-0.04","ppm","31.52","0.04","91.59","14.60","46.33","902.50","1","1","1","-","Linear","0.99991","Fitted","2000.00000","47.4621203694767","415.327814753767","-","","","","2/18/2026","","","3","-0.07","0.00","-0.05","18.66","47.40","28.50","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","La 408.671","La","u","-0.10","-0.10","ppm","44.09","0.01","14.00","8.11","18.40","658.86","1","1","1","-","Linear","0.99994","Fitted","2000.00000","102.036681366988","573.588305950178","-","","","","2/18/2026","","","3","-0.12","-0.09","-0.10","34.94","50.41","46.90","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mg 279.800","Mg","o","353.38","353.38","ppm","5926.65","4.09","1.16","68.54","1.16","16.32","1","1","1","-","Linear","0.99998","Fitted","2000.00000","8.42655037886288","16.7476565577313","-","","","","2/18/2026","","","3","352.72","357.76","349.65","5915.74","5999.99","5864.23","o","o","o"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mg 285.213","Mg","","Uncal","Uncal","ppm","53648.30","-","-","1010.45","1.88","3313.69","1","1","1","-","Linear","0.99864","Fitted","2000.00000","212.485123528205","191.009475881856","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","52880.39","54793.01","53271.50","Uncal","Uncal","Uncal"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mn 257.610","Mn","","3.22","3.22","ppm","1679.16","0.03","0.85","14.16","0.84","1359.50","1","1","1","-","Linear","0.99980","Fitted","2000.00000","14.6361562958434","517.730924154836","-","","","","2/18/2026","","","3","3.19","3.22","3.24","1663.75","1682.16","1691.59","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mn 259.372","Mn","","3.28","3.28","ppm","1643.38","0.02","0.73","11.80","0.72","1241.86","1","1","1","-","Linear","0.99984","Fitted","2000.00000","32.2412321515306","491.012883275296","-","","","","2/18/2026","","","3","3.26","3.31","3.28","1631.56","1655.16","1643.43","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mn 260.568","Mn","","3.00","3.00","ppm","313.85","0.04","1.23","3.38","1.08","950.75","1","1","1","-","Linear","0.99987","Fitted","2000.00000","39.4536996286538","91.3807374125123","-","","","","2/18/2026","","","3","2.96","3.03","3.02","310.00","316.35","315.20","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mn 293.931","Mn","","2.98","2.98","ppm","594.15","0.03","1.01","5.75","0.97","1103.53","1","1","1","-","Linear","0.99987","Fitted","2000.00000","26.1759018489406","190.638776736735","-","","","","2/18/2026","","","3","2.94","2.99","3.00","587.53","597.07","597.85","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Mn 294.921","Mn","","3.08","3.08","ppm","752.23","0.02","0.63","3.59","0.48","1019.24","1","1","1","-","Linear","0.99985","Fitted","2000.00000","182.989578766343","184.986981946955","-","","","","2/18/2026","","","3","3.09","3.05","3.09","754.39","748.08","754.22","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Na 589.592","Na","o","165.80","165.80","ppm","183415.35","1.39","0.84","1474.03","0.80","48.09","1","1","1","-","Linear","0.99987","Fitted","2000.00000","7167.33308626705","1063.04407332545","-","","","","2/18/2026","","","3","164.25","166.92","166.22","181767.40","184608.07","183870.58","o","o","o"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Nd 386.341","Nd","u","-0.98","-0.98","ppm","3.10","0.09","8.66","4.30","> 100.00","941.34","1","1","1","-","Linear","0.99990","Fitted","2000.00000","52.7092508755967","50.5399126182653","-","","","","2/18/2026","","","3","-0.98","-0.90","-1.07","3.29","7.30","-1.29","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Nd 401.224","Nd","","Uncal","Uncal","ppm","64.53","-","-","5.19","8.05","2310.50","1","1","1","-","Linear","0.99925","Fitted","2000.00000","142.019272647277","74.3029243550927","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","65.31","58.98","69.28","Uncal","Uncal","Uncal"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Nd 406.108","Nd","u","-0.06","-0.06","ppm","23.50","0.05","81.45","4.02","17.12","1002.14","1","1","1","-","Linear","0.99990","Fitted","2000.00000","28.4407376245412","79.36141261221","-","","","","2/18/2026","","","3","-0.09","0.00","-0.09","21.13","28.15","21.22","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Nd 410.945","Nd","u","-0.43","-0.43","ppm","11.90","0.08","18.97","4.34","36.44","928.82","1","1","1","-","Linear","0.99988","Fitted","2000.00000","34.753115013048","53.2970770459808","-","","","","2/18/2026","","","3","-0.47","-0.33","-0.48","9.55","16.90","9.24","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Ni 231.604","Ni","","4.51","4.51","ppm","83.74","0.56","12.43","9.02","10.77","1205.80","1","1","1","-","Linear","0.99977","Fitted","2000.00000","11.2162591253129","16.0873016049951","-","","","","2/18/2026","","","3","4.44","3.98","5.10","82.66","75.32","93.25","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Pb 220.353","Pb","u","-0.20","-0.20","ppm","2.74","0.48","237.90","2.56","93.41","28.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","3.82226528277242","5.29314458038638","-","","","","2/18/2026","","","3","0.25","-0.14","-0.72","5.12","3.08","0.03","","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sc 335.372","Sc","u","-0.08","-0.08","ppm","10.71","0.00","0.66","0.41","3.83","950.86","1","1","1","-","Linear","0.99991","Fitted","2000.00000","72.8853318742149","750.712712568496","-","","","","2/18/2026","","","3","-0.08","-0.08","-0.08","10.86","10.24","11.02","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sc 357.634","Sc","u","-0.03","-0.03","ppm","14.82","0.01","33.80","7.82","52.76","832.27","1","1","1","-","Linear","0.99993","Fitted","2000.00000","37.9449936757591","841.202616627046","-","","","","2/18/2026","","","3","-0.02","-0.03","-0.04","21.82","16.24","6.39","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sc 363.074","Sc","u","-0.13","-0.13","ppm","9.58","0.00","3.32","2.12","22.18","683.47","1","1","1","-","Linear","0.99993","Fitted","2000.00000","73.4687946605647","494.396616437467","-","","","","2/18/2026","","","3","-0.13","-0.12","-0.13","8.42","12.03","8.28","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sc 424.682","Sc","u","-0.02","-0.02","ppm","18.18","0.01","70.01","12.99","71.43","616.59","1","1","1","-","Linear","0.99995","Fitted","2000.00000","36.7379179139163","1219.1733116614","-","","","","2/18/2026","","","3","-0.02","-0.02","0.00","12.63","8.89","33.03","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Si 251.611","Si","","Uncal","Uncal","ppm","78.28","-","-","3.12","3.99","3074.04","1","1","1","-","Linear","0.99908","Fitted","2000.00000","8.53892943138174","12.0036950981158","-","","","","2/18/2026","","","3","Uncal","Uncal","Uncal","81.71","77.53","75.60","Uncal","Uncal","Uncal"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Si 288.158","Si","","5.20","5.20","ppm","294.93","0.09","1.66","4.59","1.56","13.07","1","1","1","-","Linear","0.99996","Fitted","2000.00000","18.6462695414023","53.0808516581099","-","","","","2/18/2026","","","3","5.11","5.21","5.29","290.10","295.46","299.23","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sr 215.283","Sr","u","-1.14","-1.14","ppm","6.33","0.26","22.66","1.39","21.92","1230.73","1","1","1","-","Linear","0.99963","Fitted","2000.00000","12.4608269664284","5.37401576874638","-","","","","2/18/2026","","","3","-1.14","-0.88","-1.40","6.35","7.71","4.93","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sr 407.771","Sr","","0.09","0.09","ppm","2376.71","0.00","0.62","13.78","0.58","956.27","1","1","1","-","Linear","0.99983","Fitted","2000.00000","161.537505039335","24756.1503726789","-","","","","2/18/2026","","","3","0.09","0.09","0.09","2367.24","2370.37","2392.51","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Sr 421.552","Sr","","0.07","0.07","ppm","868.77","0.00","1.68","11.14","1.28","997.99","1","1","1","-","Linear","0.99989","Fitted","2000.00000","206.114097506552","9072.95640204571","-","","","","2/18/2026","","","3","0.07","0.07","0.07","867.38","880.53","858.39","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Th 283.730","Th","u","-1.74","-1.74","ppm","5.63","0.13","7.24","3.27","58.05","284.51","1","1","1","-","Linear","0.99982","Fitted","2000.00000","50.7411909519267","25.9232184727993","-","","","","2/18/2026","","","3","-1.68","-1.65","-1.88","7.08","7.92","1.89","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","V 268.796","V","u","-0.08","-0.08","ppm","3.56","0.06","70.66","2.60","73.14","1204.75","1","1","1","-","Linear","0.99986","Fitted","2000.00000","7.2391404921811","44.4372370707515","-","","","","2/18/2026","","","3","-0.14","-0.09","-0.02","1.17","3.18","6.33","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","V 292.401","V","u","-0.89","-0.89","ppm","9.91","0.03","3.73","3.57","36.00","965.13","1","1","1","-","Linear","0.99984","Fitted","2000.00000","105.730131230042","107.500691280299","-","","","","2/18/2026","","","3","-0.85","-0.92","-0.90","13.88","6.95","8.92","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","V 309.310","V","","0.70","0.70","ppm","125.10","0.06","8.58","8.29","6.63","751.71","1","1","1","-","Linear","0.99992","Fitted","2000.00000","28.4158527996359","138.72174459941","-","","","","2/18/2026","","","3","0.75","0.63","0.72","131.77","115.81","127.72","","",""
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","V 311.070","V","u","-0.09","-0.09","ppm","5.42","0.02","21.42","3.64","67.25","733.92","1","1","1","-","Linear","0.99993","Fitted","2000.00000","22.4319634477462","187.586373961748","-","","","","2/18/2026","","","3","-0.07","-0.11","-0.09","9.24","1.99","5.03","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","V 311.837","V","u","-0.05","-0.05","ppm","10.54","0.03","58.80","5.18","49.16","946.19","1","1","1","-","Linear","0.99991","Fitted","2000.00000","19.3592816748546","180.646721883038","-","","","","2/18/2026","","","3","-0.06","-0.02","-0.07","8.10","16.50","7.04","u","u","u"
"HPHT_071-2_Day20_20x","S1:28","Sample","3/17/2026 3:37:13 PM","Zn 206.200","Zn","u","-0.42","-0.42","ppm","6.62","0.12","28.25","1.18","17.88","33.50","1","1","1","-","Linear","0.99996","Fitted","2000.00000","10.8054494744866","9.94586094295093","-","","","","2/18/2026","","","3","-0.29","-0.45","-0.52","7.91","6.34","5.60","u","u","u"
"HPHT_071-2_Day22_20x","S1:29","Sample","3/17/2026 3:39:04 PM","Al 394.401","Al","u","-1.31","-1.31","ppm","156.80","0.20","14.97","7.52","4.80","109.30","1","1","1","-","Linear","0.99992","Fitted","2000.00000","207.034341904362","38.2790550831863","-","","","","2/18/2026","","","3","-1.09","-1.41","-1.45","165.44","153.24","151.71","u","u","u"
"HPHT_071-2_Day22_20x","S1:29","Sample","3/17/2026 3:39:04 PM","Al 396.152","Al","u","-1.51","-1.51","ppm","23.45","0.03","2.28","4.67","19.92","54.68","1","1","1","-","Linear","0.99986","Fitted","2000.00000","228.472739554392","135.519425108664","-","","","","2/18/2026","","","3","-1.50","-1.55","-1.49","24.95","18.21","27.19","u","u","u"
